,count,prob
0,0,0.0
1,1,1.1271576454168899e-05
2,2,9.184902162729291e-05
3,3,0.013021122902304885
4,4,0.00209473315343291
5,5,0.005917125451690525
6,6,0.020494421487969497
7,7,0.019503272622992382
8,8,0.028486998056936864
9,9,0.05961998458703115
10,10,0.03912729617590892
11,11,0.05015994349717297
12,12,0.06903966498840747
13,13,0.07696695307883539
14,14,0.05696434534463272
15,15,0.06858987219001793
16,16,0.08932612403417163
17,17,0.053213134589637806
18,18,0.05794027391464695
19,19,0.08217727631479205
20,20,0.0401524657892574
21,21,0.036128608395606325
22,22,0.04001397620412572
23,23,0.029844474295751787
24,24,0.015245321540241028
25,25,0.02000283474963957
26,26,0.012647647527411102
27,27,0.005258464271491665
28,28,0.004326352634977892
29,29,0.002161033557783765
30,30,0.0007909675968822278
31,31,0.00044133618035007707
32,32,0.0001724388036393076
33,33,4.5122428272960904e-05
34,34,1.6439533869298958e-05
35,35,5.031668147617412e-06
36,36,1.2356280212770568e-06
37,37,5.86205861320914e-07
38,38,0.0
39,39,0.0
40,40,0.0
41,41,0.0
42,42,0.0
43,43,0.0
44,44,0.0
45,45,0.0
46,46,0.0
47,47,0.0
48,48,0.0
49,49,0.0
50,50,0.0
51,51,0.0
