,count,prob
0,0,0.0
1,1,6.416124789068595e-05
2,2,0.013362564025906591
3,3,0.017452135857063542
4,4,0.04122818442788108
5,5,0.09377708384829216
6,6,0.11292430889645957
7,7,0.14318529061023885
8,8,0.1457310938919302
9,9,0.14106764085949985
10,10,0.11676295909723841
11,11,0.06789344308964511
12,12,0.05629421961585755
13,13,0.03838144650199308
14,14,0.008613846795624467
15,15,0.00269464169652035
16,16,0.00045011977162413017
17,17,0.00010552776776621763
18,18,1.1331998562802441e-05
19,19,0.0
20,20,0.0
21,21,0.0
